rk,player,nation,pos,squad,comp,age,born,Matches Played,Avg Mins per Match,Goals,Assists,Goals & Assists,Non Penalty Goals,Penalty Kicks Made,Expected Goals,Exp NPG,Progressive Carries,Progressive Passes,Goals p 90,Assists p 90,Tackles attempted,Tackles Won,% Dribbles tackled,Shots blocked,Passes blocked,Interceptions,Clearances,Errors made,Goals Against,Goals against p 90,Saves,Saves %,Clean Sheets,% Clean sheets,% Penalty saves,Passes Completed,Passes Attempted,Pass completion %,Progressive passes distance,% Short pass completed,% Medium passes completed,% Long passes completed,Key passes,1/3,Passes into penalty area,touches_def_pen,Take ons attempted,% Successful take-ons,Times tackled during take-on,carries_prgc,carries final 3rd,carries penalty area,Possessions lost,Goals Scored,Total Shots,% Shots on target,Shots p 90,Goals per shot,Goals per shot on target,% Aerial Duels won,Shot creating actions p 90,Goal creating actions p 90,Crosses Stopped,season
2054,Leonardo Pavoletti,Italy,FW,Cagliari,Serie A,34,1988,19,628,4,1,5,4,0,2.6,2.6,1,16,0.57,0.14,1,1,0.0,1,1,0,7,0,0,0,0,0,0,0,0,87,157,55.4,351,65.4,54.0,44.4,7,12,4,8,0,0,0,1,0,1,5,4,25,36.0,1.29,0.16,0.44,58.2,2.01,0.14,0,2023-2024
2055,Martín Payero,Argentina,MF,Udinese,Serie A,24,1998,29,1796,2,2,4,2,0,1.5,1.5,47,71,0.10,0.10,54,32,41.3,7,18,15,21,0,0,0,0,0,0,0,0,413,547,75.5,1792,85.4,75.4,49.1,14,52,6,28,65,36.9,50.8,47,35,3,19,2,38,21.1,0.40,0.05,0.25,51.3,2.56,0.30,0,2023-2024
2056,Nicolás Paz,Argentina,MF,Real Madrid,La Liga,18,2004,4,23,0,0,0,0,0,0.1,0.1,3,6,0.00,0.00,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,18,24,75.0,92,75.0,85.7,50.0,0,3,1,0,2,0.0,100.0,3,3,0,0,0,2,0.0,0.00,0.00,0,100.0,3.91,0.00,0,2023-2024
2057,Myles Peart-Harris,England,DF,Brentford,Premier League,20,2002,3,13,0,0,0,0,0,0.0,0.0,2,1,0.00,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,10,60.0,10,100.0,50.0,0.0,1,1,0,0,0,0,0,2,1,0,2,0,0,0,0.00,0,0,0.0,6.92,0.00,0,2023-2024
2059,Mads Pedersen,Denmark,DF,Augsburg,Bundesliga,26,1996,27,1786,1,1,2,1,0,0.8,0.8,56,66,0.05,0.05,64,39,54.5,3,17,19,46,0,0,0,0,0,0,0,0,637,853,74.7,3963,89.2,71.3,60.8,12,46,21,61,38,60.5,23.7,56,35,4,13,1,13,7.7,0.05,0.08,1.00,30.3,1.92,0.15,0,2023-2024
2060,Marcus Pedersen,Norway,DF,Sassuolo,Serie A,23,2000,28,1613,0,2,2,0,0,0.1,0.1,43,31,0.00,0.11,36,24,84.0,5,14,10,51,0,0,0,0,0,0,0,0,563,735,76.6,3043,88.4,79.7,49.4,10,35,9,51,19,57.9,36.8,43,34,8,11,0,3,0.0,0.00,0.00,0,33.3,1.39,0.17,0,2023-2024
2061,Alfonso Pedraza,Spain,DF,Villarreal,La Liga,27,1996,19,1116,1,3,4,1,0,0.6,0.6,56,31,0.08,0.24,25,9,52.9,7,9,13,19,0,0,0,0,0,0,0,0,459,598,76.8,2335,90.3,80.1,45.0,20,17,24,42,30,33.3,63.3,56,36,10,2,1,9,44.4,0.32,0.11,0.25,42.9,2.58,0.24,0,2023-2024
2062,Pedri,Spain,MF,Barcelona,La Liga,20,2002,24,1476,4,2,6,4,0,3.1,3.1,41,136,0.24,0.12,33,24,29.6,3,24,14,10,0,0,0,0,0,0,0,0,1035,1189,87.0,3933,89.5,91.0,82.1,37,83,37,22,38,42.1,52.6,41,42,7,15,4,15,46.7,0.43,0.27,0.57,37.5,4.21,0.37,0,2023-2024
2063,Pedro,Spain,FW,Lazio,Serie A,36,1987,33,816,1,1,2,1,0,1.5,1.5,31,33,0.11,0.11,16,12,25.0,2,14,3,1,0,0,0,0,0,0,0,0,357,431,82.8,974,90.7,82.6,51.5,17,22,13,4,32,43.8,43.8,31,30,4,17,1,11,36.4,0.44,0.09,0.25,16.7,2.97,0.11,0,2023-2024
2064,Adrià Pedrosa,Spain,DF,Sevilla,La Liga,25,1998,31,1753,1,4,5,1,0,0.7,0.7,46,61,0.05,0.21,46,26,67.6,6,20,15,54,0,0,0,0,0,0,0,0,681,931,73.1,3651,87.1,76.2,38.5,27,42,18,57,38,31.6,47.4,46,38,9,23,1,16,25.0,0.21,0.06,0.25,32.3,2.67,0.21,0,2023-2024
2065,Jordan Pefok,United States,FW,Gladbach,Bundesliga,27,1996,25,1420,5,3,8,5,0,6.5,6.5,5,22,0.32,0.19,10,4,37.5,3,9,5,28,0,0,0,0,0,0,0,0,221,281,78.6,514,80.4,87.8,75.0,20,14,4,35,13,23.1,69.2,5,4,2,30,5,35,25.7,0.57,0.14,0.56,51.1,2.22,0.38,0,2023-2024
2068,Pejiño,Spain,FW,Las Palmas,La Liga,27,1996,17,504,2,0,2,2,0,1.3,1.3,17,20,0.36,0.00,12,8,33.3,0,4,2,5,0,0,0,0,0,0,0,0,166,232,71.6,625,88.2,66.7,42.4,9,7,6,3,34,44.1,52.9,17,15,4,13,2,17,47.1,1.43,0.12,0.25,66.7,3.39,0.00,0,2023-2024
2069,Pietro Pellegri,Italy,FW,Torino,Serie A,22,2001,24,756,1,1,2,1,0,1.0,1.0,14,8,0.12,0.12,5,1,20.0,1,3,2,3,0,0,0,0,0,0,0,0,86,138,62.3,113,74.1,53.3,57.1,4,3,0,5,15,33.3,46.7,14,15,2,15,1,13,30.8,0.48,0.08,0.25,37.7,1.43,0.12,0,2023-2024
2070,Lorenzo Pellegrini,Italy,MF,Roma,Serie A,27,1996,29,1859,8,3,11,7,1,4.8,4.0,43,94,0.39,0.15,35,20,33.3,5,23,20,22,0,0,0,0,0,0,0,0,665,850,78.2,2994,89.4,84.3,43.5,36,66,22,23,38,50.0,42.1,43,36,5,20,8,46,41.3,0.92,0.15,0.37,41.4,3.34,0.44,0,2023-2024
2071,Luca Pellegrini,Italy,DF,Lazio,Serie A,24,1999,19,786,1,0,1,1,0,0.2,0.2,18,46,0.11,0.00,18,13,52.9,3,4,9,20,0,0,0,0,0,0,0,0,372,515,72.2,2051,86.3,77.4,31.3,2,29,7,20,28,50.0,42.9,18,8,2,6,1,7,14.3,0.11,0.14,1.00,65.0,1.61,0.11,0,2023-2024
2072,Marco Pellegrino,Argentina,DF,Salernitana,Serie A,21,2002,10,545,0,0,0,0,0,0.0,0.0,0,7,0.00,0.00,8,6,50.0,6,5,10,28,0,0,0,0,0,0,0,0,211,256,82.4,1365,88.3,88.9,48.5,1,6,0,46,2,50.0,50.0,0,2,0,2,0,2,0.0,0.00,0.00,0,33.3,0.49,0.00,0,2023-2024
2073,Marco Pellegrino,Argentina,DF,Milan,Serie A,21,2002,1,68,0,0,0,0,0,0.0,0.0,1,3,0.00,0.00,1,1,0.0,1,0,1,2,0,0,0,0,0,0,0,0,43,48,89.6,211,95.0,100.0,25.0,0,2,0,9,1,0.0,100.0,1,0,0,0,0,1,100.0,1.32,0.00,0.00,50.0,0.00,0.00,0,2023-2024
2075,Facundo Pellistri,Uruguay,MF,Granada,La Liga,21,2001,15,1232,2,1,3,2,0,2.5,2.5,33,22,0.15,0.07,29,19,28.6,0,18,4,7,0,0,0,0,0,0,0,0,213,305,69.8,661,82.4,72.4,50.0,18,3,14,9,28,42.9,50.0,33,14,13,20,2,17,35.3,0.44,0.12,0.33,29.0,3.12,0.45,0,2023-2024
2076,Andy Pelmard,France,DF,Clermont Foot,Ligue 1,23,2000,34,2989,0,0,0,0,0,0.3,0.3,39,120,0.00,0.00,51,38,80.0,20,17,33,99,2,0,0,0,0,0,0,0,1412,1666,84.8,7665,92.0,91.1,42.1,6,86,8,220,10,70.0,20.0,39,24,2,3,0,2,50.0,0.03,0.00,0.00,67.6,0.63,0.00,0,2023-2024
2077,Aurélien Pelon,France,DF,Lorient,Ligue 1,19,2004,1,90,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,1,0,0.0,2,0,0,7,0,0,0,0,0,0,0,0,26,33,78.8,191,88.9,72.2,100.0,0,0,0,13,1,100.0,0.0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.00,0.00,0,2023-2024
2078,Faris Pemi Moumbagna,Cameroon,FW,Marseille,Ligue 1,23,2000,13,547,3,1,4,3,0,1.7,1.7,6,16,0.49,0.16,2,1,0.0,0,4,3,1,0,0,0,0,0,0,0,0,74,107,69.2,269,72.6,74.3,33.3,4,3,4,1,7,14.3,85.7,6,4,4,7,3,16,31.3,0.82,0.19,0.60,30.4,2.47,0.33,0,2023-2024
2079,Iñaki Peña,Spain,GK,Barcelona,La Liga,24,1999,10,900,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0.0,0,0,0,5,1,17,1.70,22,56.4,2,20.0,0,259,297,87.2,3681,100.0,99.3,50.0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.00,0.00,1.7,2023-2024
2080,Marcos Peña,Spain,MF,Almería,La Liga,18,2005,7,441,0,0,0,0,0,0.2,0.2,0,10,0.00,0.00,19,14,50.0,3,6,13,8,0,0,0,0,0,0,0,0,188,217,86.6,846,88.9,91.8,62.5,1,8,0,15,1,0.0,100.0,0,2,0,3,0,4,25.0,0.20,0.00,0.00,42.9,0.61,0.00,0,2023-2024
2081,Rubén Peña,Spain,DF,Osasuna,La Liga,32,1991,29,2088,0,2,2,0,0,0.9,0.9,62,78,0.00,0.09,47,25,40.8,8,29,30,39,3,0,0,0,0,0,0,0,626,955,65.5,4696,80.7,69.9,40.3,28,55,33,49,73,47.9,45.2,62,43,9,33,0,17,29.4,0.22,0.00,0.00,25.0,2.63,0.13,0,2023-2024
2082,Pepín,Equatorial Guinea,MF,Monza,Serie A,26,1996,10,241,0,0,0,0,0,0.2,0.2,1,13,0.00,0.00,6,1,50.0,2,3,0,6,0,0,0,0,0,0,0,0,113,143,79.0,462,88.5,84.9,55.6,2,9,1,7,4,25.0,25.0,1,3,0,1,0,5,0.0,0.00,0.00,0,0.0,2.64,0.00,0,2023-2024
2084,Andreas Pereira,Brazil,MF,Fulham,Premier League,27,1996,37,2613,3,7,10,3,0,4.6,4.6,56,138,0.10,0.24,25,12,26.8,2,14,4,12,0,0,0,0,0,0,0,0,912,1295,70.4,5305,87.2,77.3,46.0,84,95,34,20,41,46.3,53.7,56,51,13,41,3,52,30.8,0.55,0.06,0.19,26.5,4.72,0.52,0,2023-2024
2085,Danilo Pereira,Portugal,DF,Paris S-G,Ligue 1,31,1991,26,1995,0,0,0,0,0,1.4,1.4,28,148,0.00,0.00,22,12,52.9,26,3,23,100,1,0,0,0,0,0,0,0,2089,2223,94.0,13453,95.3,96.7,77.3,0,222,4,240,5,60.0,40.0,28,23,0,1,0,10,10.0,0.05,0.00,0.00,61.3,0.63,0.09,0,2023-2024
2086,Mathias Pereira Lage,Portugal,FW,Brest,Ligue 1,26,1996,30,1187,3,2,5,3,0,3.5,3.5,19,23,0.23,0.15,21,15,25.0,5,9,10,13,0,0,0,0,0,0,0,0,266,395,67.3,1074,78.2,66.1,38.8,14,16,5,15,28,28.6,57.1,19,14,3,13,3,36,44.4,1.21,0.08,0.19,44.8,2.81,0.38,0,2023-2024
2087,Pedro Pereira,Portugal,DF,Monza,Serie A,25,1998,23,841,0,2,2,0,0,0.2,0.2,20,43,0.00,0.21,19,13,52.9,2,13,4,18,0,0,0,0,0,0,0,0,406,517,78.5,2297,91.9,81.0,43.9,14,41,15,22,11,45.5,36.4,20,18,3,8,0,3,0.0,0.00,0.00,0,45.5,2.78,0.21,0,2023-2024
2088,Daniel Peretz,Israel,GK,Bayern Munich,Bundesliga,23,2000,1,17,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0,0,1,0,0,12,17,70.6,106,100.0,100.0,16.7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0.0,2023-2024
2089,Roberto Pereyra,Argentina,FW,Udinese,Serie A,32,1991,27,1858,4,3,7,3,1,3.5,2.7,39,70,0.19,0.15,19,9,37.9,4,16,7,18,0,0,0,0,0,0,0,0,472,598,78.9,2531,87.8,81.9,67.3,25,49,21,36,40,40.0,55.0,39,21,8,27,4,26,30.8,0.39,0.12,0.38,33.3,2.56,0.34,0,2023-2024
2090,Ayoze Pérez,Spain,FW,Betis,La Liga,30,1993,31,2294,9,1,10,9,0,7.4,7.4,90,80,0.35,0.04,59,32,42.9,4,38,22,18,0,0,0,0,0,0,0,0,572,738,77.5,1889,87.1,78.5,57.7,29,46,22,19,112,44.6,48.2,90,51,41,51,9,68,38.2,1.02,0.13,0.35,37.0,3.53,0.20,0,2023-2024
2091,Carles Pérez,Spain,MF,Celta Vigo,La Liga,25,1998,16,772,1,1,2,1,0,1.2,1.2,34,18,0.12,0.12,13,5,38.9,1,13,5,8,0,0,0,0,0,0,0,0,201,259,77.6,575,85.3,86.4,44.4,10,10,9,9,37,37.8,48.6,34,20,8,17,1,24,25.0,0.70,0.04,0.17,23.5,3.38,0.35,0,2023-2024
2092,Francisco Perez,Spain,MF,Valencia,La Liga,20,2002,32,2049,1,4,5,1,0,1.1,1.1,59,41,0.04,0.18,30,17,34.1,0,19,14,5,0,0,0,0,0,0,0,0,436,584,74.7,1592,84.0,72.3,51.4,19,24,18,16,101,39.6,46.5,59,29,17,42,1,20,10.0,0.09,0.05,0.50,24.0,1.76,0.31,0,2023-2024
2093,Kike Pérez,Spain,MF,Rayo Vallecano,La Liga,26,1997,24,835,1,0,1,1,0,1.9,1.9,17,47,0.11,0.00,27,11,47.8,0,11,8,6,0,0,0,0,0,0,0,0,279,368,75.8,1507,89.5,74.8,57.8,7,33,6,14,33,27.3,57.6,17,10,3,16,1,13,38.5,0.54,0.08,0.20,29.7,2.91,0.11,0,2023-2024
2094,Nehuén Pérez,Argentina,DF,Udinese,Serie A,23,2000,36,3238,0,0,0,0,0,1.3,1.3,28,119,0.00,0.00,72,48,81.3,26,27,45,158,1,0,0,0,0,0,0,0,1267,1599,79.2,9872,89.1,86.5,51.2,7,114,8,249,15,60.0,33.3,28,21,1,6,0,20,10.0,0.06,0.00,0.00,64.8,1.08,0.14,0,2023-2024
2095,Matteo Perez Vinlöf,Sweden,FW,Bayern Munich,Bundesliga,17,2005,1,16,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,13,84.6,22,100.0,100.0,0.0,0,0,0,0,1,0.0,100.0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0,2023-2024
2096,Simone Perilli,Italy,GK,Hellas Verona,Serie A,28,1995,1,90,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,2,2.00,8,80.0,0,0.0,0,17,38,44.7,631,100.0,100.0,31.0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,1.00,0.00,0.0,2023-2024
2097,Mattia Perin,Italy,GK,Juventus,Serie A,30,1992,3,225,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,1,0,1,0.40,4,80.0,1,33.3,0,54,66,81.8,718,100.0,100.0,50.0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,6.9,2023-2024
2098,Samuele Perisan,Italy,GK,Empoli,Serie A,25,1997,1,90,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,2,2.00,3,60.0,0,0.0,0,27,34,79.4,340,100.0,100.0,41.7,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0.0,2023-2024
2099,Ivan Perišić,Croatia,FW,Tottenham,Premier League,34,1989,5,103,0,1,1,0,0,0.1,0.1,15,9,0.00,0.87,3,2,60.0,0,1,2,1,0,0,0,0,0,0,0,0,53,76,69.7,363,79.5,63.6,53.8,5,4,6,3,7,57.1,42.9,15,5,6,0,0,2,0.0,0.00,0.00,0,100.0,6.99,1.75,0,2023-2024
2100,Romain Perraud,France,DF,Nice,Ligue 1,25,1997,19,370,0,1,1,0,0,0.0,0.0,6,11,0.00,0.24,7,6,36.4,0,4,6,15,1,0,0,0,0,0,0,0,176,243,72.4,626,88.0,71.3,25.0,3,8,0,15,7,28.6,57.1,6,6,1,2,0,2,0.0,0.00,0.00,0,50.0,1.22,0.49,0,2023-2024
2101,Lucas Perrin,France,DF,Strasbourg,Ligue 1,24,1998,31,2723,0,1,1,0,0,0.6,0.6,17,115,0.00,0.03,47,30,60.9,32,13,28,113,0,0,0,0,0,0,0,0,1608,1839,87.4,12865,92.4,94.4,61.4,6,113,11,350,10,50.0,40.0,17,11,2,4,0,12,25.0,0.10,0.00,0.00,58.5,0.46,0.03,0,2023-2024
2102,Máximo Perrone,Argentina,MF,Las Palmas,La Liga,20,2003,29,1623,0,0,0,0,0,0.2,0.2,12,78,0.00,0.00,42,21,48.7,4,23,24,21,0,0,0,0,0,0,0,0,1181,1311,90.1,5059,93.1,91.4,67.3,9,97,8,54,24,45.8,45.8,12,11,2,14,0,7,42.9,0.17,0.00,0.00,17.6,1.61,0.00,0,2023-2024
2103,Pavao Pervan,Austria,GK,Wolfsburg,Bundesliga,35,1987,9,810,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,4,0,17,1.89,20,52.8,2,22.2,0,229,300,76.3,4414,100.0,97.2,50.0,0,2,0,279,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.11,0.00,0.8,2023-2024
2104,Matteo Pessina,Italy,MF,Monza,Serie A,26,1997,37,3222,6,3,9,2,4,6.3,2.4,69,190,0.17,0.08,44,25,46.9,11,18,27,46,1,0,0,0,0,0,0,0,1903,2154,88.3,7225,90.2,93.8,75.3,27,190,26,89,34,41.2,44.1,69,66,2,18,6,22,36.4,0.22,0.09,0.25,49.2,2.07,0.22,0,2023-2024
2105,Andrea Petagna,Italy,FW,Cagliari,Serie A,28,1995,18,995,1,1,2,1,0,1.6,1.6,11,14,0.09,0.09,4,2,50.0,3,3,1,4,0,0,0,0,0,0,0,0,170,239,71.1,422,77.2,70.8,72.2,18,10,5,8,17,64.7,23.5,11,8,3,23,1,20,40.0,0.72,0.05,0.13,46.4,2.71,0.27,0,2023-2024
2106,Denis Petrić,Serbia,GK,Nantes,Ligue 1,35,1988,1,24,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,1,3.75,0,0.0,0,0,0,6,8,75.0,126,100.0,100.0,50.0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0.0,2023-2024
2107,Njegoš Petrović,Serbia,MF,Granada,La Liga,24,1999,10,157,0,0,0,0,0,0.0,0.0,3,8,0.00,0.00,5,2,66.7,0,2,1,3,0,0,0,0,0,0,0,0,67,81,82.7,304,87.8,89.7,50.0,2,7,1,6,5,60.0,40.0,3,1,0,0,0,2,50.0,0.57,0.00,0.00,66.7,2.29,0.00,0,2023-2024
2108,Đorđe Petrović,Serbia,GK,Chelsea,Premier League,23,1999,23,1987,0,0,0,0,0,0.0,0.0,0,1,0.00,0.00,0,0,0,0,0,0,12,3,38,1.72,73,65.7,5,22.7,0.0,635,806,78.8,8862,100.0,99.1,42.6,0,3,0,755,0,0,0,0,0,0,0,0,0,0,0.00,0,0,100.0,0.05,0.00,6.4,2023-2024
2109,Jens Petter Hauge,Norway,MF,Eint Frankfurt,Bundesliga,23,1999,10,147,0,0,0,0,0,0.1,0.1,7,6,0.00,0.00,2,1,28.6,1,4,0,1,0,0,0,0,0,0,0,0,69,85,81.2,270,84.6,86.1,66.7,2,4,4,2,6,33.3,66.7,7,3,3,0,0,1,0.0,0.00,0.00,0,25.0,1.84,0.00,0,2023-2024
2110,Germán Pezzella,Argentina,DF,Betis,La Liga,32,1991,32,2767,1,0,1,1,0,2.0,2.0,5,64,0.03,0.00,34,24,60.5,18,13,31,150,0,0,0,0,0,0,0,0,1277,1485,86.0,8483,93.3,89.3,56.0,4,49,4,240,6,50.0,50.0,5,7,0,4,1,23,21.7,0.16,0.04,0.20,68.3,0.49,0.00,0,2023-2024
2111,Giuseppe Pezzella,Italy,DF,Empoli,Serie A,25,1997,19,1085,0,0,0,0,0,0.2,0.2,44,44,0.00,0.00,25,14,71.4,6,11,2,35,0,0,0,0,0,0,0,0,434,585,74.2,2645,87.5,81.2,37.7,8,33,15,38,25,40.0,56.0,44,22,1,6,0,3,66.7,0.17,0.00,0.00,72.2,1.58,0.08,0,2023-2024
2112,Luca Pfeiffer,Germany,FW,Darmstadt 98,Bundesliga,26,1996,24,1619,1,4,5,1,0,4.6,4.6,15,37,0.06,0.22,11,6,45.5,1,4,2,21,0,0,0,0,0,0,0,0,290,414,70.0,930,78.2,70.1,50.0,19,20,8,25,21,33.3,42.9,15,14,2,19,1,48,37.5,1.00,0.02,0.06,49.5,2.73,0.33,0,2023-2024
2113,Patric Pfeiffer,Germany,DF,Augsburg,Bundesliga,23,1999,11,511,0,1,1,0,0,0.5,0.5,1,19,0.00,0.18,11,7,83.3,6,4,11,21,0,0,0,0,0,0,0,0,193,267,72.3,1515,86.2,79.5,51.7,4,15,3,36,1,0.0,100.0,1,0,0,1,0,11,0.0,0.00,0.00,0,62.5,1.23,0.18,0,2023-2024
2114,Maximilian Philipp,Germany,FW,Freiburg,Bundesliga,29,1994,17,323,1,0,1,1,0,0.5,0.5,3,6,0.28,0.00,8,5,16.7,0,7,1,3,0,0,0,0,0,0,0,0,81,109,74.3,161,87.0,75.0,66.7,3,6,2,4,1,0.0,100.0,3,4,2,7,1,9,33.3,0.84,0.11,0.33,33.3,2.22,0.28,0,2023-2024
2115,Kalvin Phillips,England,MF,West Ham,Premier League,27,1995,8,309,0,0,0,0,0,0.1,0.1,3,19,0.00,0.00,11,6,55.6,1,3,4,2,1,0,0,0,0,0,0,0,141,179,78.8,567,83.8,83.1,60.0,0,24,0,7,5,20.0,80.0,3,1,0,3,0,3,66.7,0.58,0.00,0.00,87.5,1.46,0.00,0,2023-2024
2116,Kalvin Phillips,England,MF,Manchester City,Premier League,27,1995,4,93,0,0,0,0,0,0.1,0.1,7,7,0.00,0.00,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,62,70,88.6,300,96.9,92.3,70.0,0,8,1,3,3,33.3,66.7,7,5,1,2,0,2,0.0,0.00,0.00,0,0,0.98,0.00,0,2023-2024
2118,Kamil Piątkowski,Poland,DF,Granada,La Liga,23,2000,9,505,0,0,0,0,0,0.8,0.8,2,10,0.00,0.00,18,10,71.4,5,1,8,28,1,0,0,0,0,0,0,0,197,230,85.7,1273,95.7,94.1,48.6,2,8,1,43,1,100.0,0.0,2,1,0,1,0,4,50.0,0.36,0.00,0.00,52.4,0.36,0.00,0,2023-2024
2120,Roberto Piccoli,Italy,FW,Lecce,Serie A,22,2001,35,1378,5,0,5,4,1,6.4,5.6,25,19,0.33,0.00,10,6,25.0,1,16,4,16,0,0,0,0,0,0,0,0,147,246,59.8,373,64.8,61.0,50.0,10,4,2,15,34,38.2,55.9,25,12,14,31,5,56,35.7,1.31,0.07,0.20,38.7,2.09,0.13,0,2023-2024
2121,Florian Pick,Germany,MF,Heidenheim,Bundesliga,27,1995,22,327,0,1,1,0,0,0.3,0.3,12,12,0.00,0.28,4,4,66.7,0,2,2,2,0,0,0,0,0,0,0,0,118,183,64.5,705,72.3,78.1,42.9,9,4,5,5,26,42.3,50.0,12,6,4,7,0,8,12.5,0.28,0.00,0.00,50.0,4.65,0.27,0,2023-2024
2122,Jordan Pickford,England,GK,Everton,Premier League,29,1994,38,3420,0,0,0,0,0,0.0,0.0,1,6,0.00,0.00,1,0,100.0,0,3,0,19,1,51,1.34,117,73.9,13,34.2,0.0,986,1576,62.6,26388,99.3,96.9,44.7,4,97,8,1106,1,100.0,0.0,1,0,0,0,0,0,0,0.00,0,0,100.0,0.63,0.00,5.3,2023-2024
2123,Amos Pieper,Germany,DF,Werder Bremen,Bundesliga,25,1998,7,590,0,0,0,0,0,0.5,0.5,3,24,0.00,0.00,14,11,53.8,7,5,9,36,1,0,0,0,0,0,0,0,229,312,73.4,1880,79.0,87.0,50.0,2,25,2,45,0,0,0,3,3,0,0,0,4,25.0,0.15,0.00,0.00,65.0,0.92,0.00,0,2023-2024
2124,Marvin Pieringer,Germany,MF,Heidenheim,Bundesliga,23,1999,31,1513,3,3,6,3,0,2.3,2.3,28,41,0.18,0.18,19,12,40.0,4,24,12,21,0,0,0,0,0,0,0,0,298,431,69.1,992,73.1,70.5,66.7,14,30,10,28,28,35.7,46.4,28,24,12,21,3,27,29.6,0.48,0.11,0.38,51.7,1.72,0.24,0,2023-2024
2125,Santiago Pierotti,Argentina,MF,Lecce,Serie A,22,2001,11,200,0,2,2,0,0,0.5,0.5,4,5,0.00,0.90,8,8,25.0,0,5,1,0,0,0,0,0,0,0,0,0,48,67,71.6,142,74.4,70.6,60.0,2,3,2,0,11,63.6,36.4,4,3,4,5,0,7,42.9,1.35,0.00,0.00,18.2,5.37,0.90,0,2023-2024
2126,Niccolò Pierozzi,Italy,DF,Salernitana,Serie A,21,2001,12,871,1,0,1,1,0,0.2,0.2,3,16,0.10,0.00,17,11,50.0,7,17,11,36,0,0,0,0,0,0,0,0,264,348,75.9,1389,88.4,79.4,46.2,1,14,2,46,2,50.0,50.0,3,5,0,0,1,8,25.0,0.21,0.13,0.50,65.4,0.93,0.21,0,2023-2024
2127,Ronaël Pierre-Gabriel,France,DF,Nantes,Ligue 1,25,1998,12,598,0,0,0,0,0,0.3,0.3,12,17,0.00,0.00,15,9,71.4,4,9,8,25,0,0,0,0,0,0,0,0,227,289,78.5,1320,86.6,80.7,44.4,2,17,3,35,8,50.0,50.0,12,13,0,3,0,7,0.0,0.00,0.00,0,64.3,0.60,0.00,0,2023-2024
2128,Andrea Pinamonti,Italy,FW,Sassuolo,Serie A,24,1999,38,3076,11,1,12,9,2,8.9,6.6,17,45,0.32,0.03,13,8,22.7,2,17,1,40,0,0,0,0,0,0,0,0,411,630,65.2,873,74.9,67.0,36.4,18,24,11,44,31,38.7,51.6,17,11,15,37,11,80,23.8,0.56,0.11,0.47,33.2,1.73,0.23,0,2023-2024
2129,Ethan Pinnock,Jamaica,DF,Brentford,Premier League,30,1993,29,2521,2,0,2,2,0,2.0,2.0,11,61,0.07,0.00,35,23,45.0,24,16,43,170,3,0,0,0,0,0,0,0,1192,1432,83.2,7516,85.6,90.9,55.1,4,76,5,303,10,60.0,30.0,11,5,1,4,2,19,21.1,0.14,0.11,0.50,68.9,0.86,0.04,0,2023-2024
2130,Yeremi Pino,Spain,MF,Villarreal,La Liga,20,2002,7,475,0,0,0,0,0,1.4,1.4,11,10,0.00,0.00,25,18,50.0,1,10,5,5,0,0,0,0,0,0,0,0,137,171,80.1,432,85.3,87.5,64.7,5,3,6,8,17,52.9,35.3,11,5,8,9,0,9,44.4,0.76,0.00,0.00,44.4,2.46,0.00,0,2023-2024
2131,Carlo Pinsoglio,Italy,GK,Juventus,Serie A,33,1990,1,45,0,0,0,0,0,0.0,0.0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,3,100.0,1,0,0,14,21,66.7,231,100.0,88.9,40.0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0.00,0.0,2023-2024
