Rk,player,Nation,Pos,Squad,league,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Rk_sht,Nation_sht,Pos_sht,Age_sht,Born_sht,90s_sht,Gls_sht,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_sht,PKatt_sht,Matches_sht
605,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,31,1992,26,18,1667,18.5,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,605,es ESP,DF,31,1992,18.5,0,3,0,0.0,0.16,0.00,0.00,,0,0,Matches
609,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,16,2007,19,18,1558,17.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,609,es ESP,DF,16,2007,17.3,0,3,0,0.0,0.17,0.00,0.00,,0,0,Matches
610,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,25,1998,21,20,1782,19.8,0,2,2,0,0,0,10,0,0.00,0.10,0.10,0.00,0.10,Matches,610,es ESP,DF,25,1998,19.8,0,8,4,50.0,0.40,0.20,0.00,0.00,0,0,Matches
612,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,23,1999,29,21,1963,21.8,3,1,4,3,0,0,7,0,0.14,0.05,0.18,0.14,0.18,Matches,612,es ESP,DF,23,1999,21.8,3,20,7,35.0,0.92,0.32,0.15,0.43,0,0,Matches
613,Josh Cullen,ie IRL,MF,Burnley,eng Premier League,27,1996,25,23,2057,22.9,2,3,5,2,0,0,9,0,0.09,0.13,0.22,0.09,0.22,Matches,613,ie IRL,MF,27,1996,22.9,2,16,5,31.3,0.70,0.22,0.13,0.40,0,0,Matches
614,Matheus Cunha,br BRA,"FW,MF",Wolves,eng Premier League,24,1999,32,29,2440,27.1,12,7,19,11,1,1,9,0,0.44,0.26,0.70,0.41,0.66,Matches,614,br BRA,"FW,MF",24,1999,27.1,12,73,38,52.1,2.69,1.40,0.16,0.32,1,1,Matches
615,Marvin Cuni,al ALB,FW,Frosinone,it Serie A,22,2001,22,6,534,5.9,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches,615,al ALB,FW,22,2001,5.9,1,10,2,20.0,1.69,0.34,0.10,0.50,0,0,Matches
618,Tomáš Čvančara,cz CZE,"FW,MF",Gladbach,de Bundesliga,22,2000,21,7,896,10.0,4,1,5,3,1,2,4,0,0.40,0.10,0.50,0.30,0.40,Matches,618,cz CZE,"FW,MF",22,2000,10.0,4,36,13,36.1,3.62,1.31,0.11,0.31,1,2,Matches
619,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,34,1988,24,16,1536,17.1,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,619,it ITA,DF,34,1988,17.1,0,14,4,28.6,0.82,0.23,0.00,0.00,0,0,Matches
622,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,25,1998,31,31,2790,31.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,622,de GER,GK,25,1998,31.0,0,0,0,,0.00,0.00,,,0,0,Matches
625,Ameen Al-Dakhil,be BEL,DF,Burnley,eng Premier League,21,2002,13,12,1056,11.7,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches,625,be BEL,DF,21,2002,11.7,1,8,3,37.5,0.68,0.26,0.13,0.33,0,0,Matches
626,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,22,2000,33,28,2510,27.9,14,2,16,13,1,3,6,0,0.50,0.07,0.57,0.47,0.54,Matches,626,nl NED,FW,22,2000,27.9,14,84,34,40.5,3.01,1.22,0.17,0.41,1,3,Matches
627,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,24,1999,36,35,3174,35.3,2,3,5,2,0,0,6,1,0.06,0.09,0.14,0.06,0.14,Matches,627,pt POR,DF,24,1999,35.3,2,30,7,23.3,0.85,0.20,0.07,0.29,0,0,Matches
628,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,23,2000,23,7,842,9.4,0,2,2,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21,Matches,628,dk DEN,MF,23,2000,9.4,0,9,4,44.4,0.96,0.43,0.00,0.00,0,0,Matches
629,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,22,2001,14,8,744,8.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,629,at AUT,DF,22,2001,8.3,0,2,0,0.0,0.24,0.00,0.00,,0,0,Matches
630,Danilo,br BRA,DF,Juventus,it Serie A,32,1991,29,27,2452,27.2,1,1,2,1,0,0,7,0,0.04,0.04,0.07,0.04,0.07,Matches,630,br BRA,DF,32,1991,27.2,1,17,2,11.8,0.62,0.07,0.06,0.50,0,0,Matches
631,Arnaut Danjuma,nl NED,"MF,FW",Everton,eng Premier League,26,1997,14,5,595,6.6,1,0,1,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,Matches,631,nl NED,"MF,FW",26,1997,6.6,1,25,9,36.0,3.78,1.36,0.04,0.11,0,0,Matches
633,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,24,1998,30,30,2655,29.5,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches,633,at AUT,DF,24,1998,29.5,1,21,5,23.8,0.71,0.17,0.05,0.20,0,0,Matches
634,Dante,br BRA,DF,Nice,fr Ligue 1,39,1983,32,32,2843,31.6,1,1,2,1,0,0,5,1,0.03,0.03,0.06,0.03,0.06,Matches,634,br BRA,DF,39,1983,31.6,1,15,5,33.3,0.47,0.16,0.07,0.20,0,0,Matches
636,Mohamed Daramy,dk DEN,"FW,MF",Reims,fr Ligue 1,21,2002,25,19,1648,18.3,4,5,9,3,1,1,0,0,0.22,0.27,0.49,0.16,0.44,Matches,636,dk DEN,"FW,MF",21,2002,18.3,4,32,12,37.5,1.75,0.66,0.13,0.33,1,1,Matches
637,Sergi Darder,es ESP,MF,Mallorca,es La Liga,29,1993,36,21,2157,24.0,2,5,7,2,0,0,4,0,0.08,0.21,0.29,0.08,0.29,Matches,637,es ESP,MF,29,1993,24.0,2,32,12,37.5,1.34,0.50,0.06,0.17,0,0,Matches
639,Matteo Darmian,it ITA,"MF,DF",Inter,it Serie A,33,1989,33,27,2404,26.7,2,1,3,2,0,0,2,0,0.07,0.04,0.11,0.07,0.11,Matches,639,it ITA,"MF,DF",33,1989,26.7,2,10,6,60.0,0.37,0.22,0.20,0.33,0,0,Matches
640,Lukas Daschner,de GER,"FW,MF",Bochum,de Bundesliga,24,1998,20,3,536,6.0,1,1,2,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches,640,de GER,"FW,MF",24,1998,6.0,1,13,6,46.2,2.18,1.01,0.08,0.17,0,0,Matches
642,David Datro Fofana,ci CIV,"FW,MF",Union Berlin,de Bundesliga,20,2002,12,8,682,7.6,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,Matches,642,ci CIV,"FW,MF",20,2002,7.6,1,26,13,50.0,3.43,1.72,0.04,0.08,0,0,Matches
643,David Datro Fofana,ci CIV,FW,Burnley,eng Premier League,20,2002,15,10,879,9.8,4,1,5,4,0,0,1,0,0.41,0.10,0.51,0.41,0.51,Matches,643,ci CIV,FW,20,2002,9.8,4,19,10,52.6,1.95,1.02,0.21,0.40,0,0,Matches
644,Juan David Cabal,co COL,DF,Hellas Verona,it Serie A,22,2001,22,17,1497,16.6,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,644,co COL,DF,22,2001,16.6,0,12,3,25.0,0.72,0.18,0.00,0.00,0,0,Matches
645,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,23,2000,34,30,2629,29.2,19,4,23,17,2,3,4,0,0.65,0.14,0.79,0.58,0.72,Matches,645,ca CAN,FW,23,2000,29.2,19,79,47,59.5,2.70,1.61,0.24,0.40,2,3,Matches
646,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,22,2000,29,24,2065,22.9,2,5,7,2,0,0,0,0,0.09,0.22,0.31,0.09,0.31,Matches,646,ca CAN,DF,22,2000,22.9,2,13,4,30.8,0.57,0.17,0.15,0.50,0,0,Matches
647,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,30,1993,17,12,1090,12.1,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,647,wls WAL,DF,30,1993,12.1,1,12,2,16.7,0.99,0.17,0.08,0.50,0,0,Matches
650,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,28,1995,28,25,2143,23.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,650,pl POL,DF,28,1995,23.8,0,9,1,11.1,0.38,0.04,0.00,0.00,0,0,Matches
651,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,33,1990,25,25,2209,24.5,1,1,2,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,Matches,651,eng ENG,DF,33,1990,24.5,1,16,5,31.3,0.65,0.20,0.06,0.20,0,0,Matches
652,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,32,1991,18,15,1221,13.6,4,10,14,4,0,0,2,0,0.29,0.74,1.03,0.29,1.03,Matches,652,be BEL,MF,32,1991,13.6,4,44,17,38.6,3.24,1.25,0.09,0.24,0,0,Matches
653,Bobby De Cordova-Reid,jm JAM,"MF,FW",Fulham,eng Premier League,30,1993,33,17,1423,15.8,6,2,8,6,0,0,4,0,0.38,0.13,0.51,0.38,0.51,Matches,653,jm JAM,"MF,FW",30,1993,15.8,6,33,8,24.2,2.09,0.51,0.18,0.75,0,0,Matches
654,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,it Serie A,22,2001,35,25,2026,22.5,10,8,18,9,1,1,1,0,0.44,0.36,0.80,0.40,0.76,Matches,654,be BEL,"FW,MF",22,2001,22.5,10,45,25,55.6,2.00,1.11,0.22,0.40,1,1,Matches
655,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,29,1994,34,25,2075,23.1,3,5,8,3,0,0,7,0,0.13,0.22,0.35,0.13,0.35,Matches,655,ar ARG,MF,29,1994,23.1,3,30,12,40.0,1.30,0.52,0.10,0.25,0,0,Matches
657,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,35,1988,15,7,674,7.5,2,0,2,2,0,0,0,0,0.27,0.00,0.27,0.27,0.27,Matches,657,it ITA,DF,35,1988,7.5,2,4,2,50.0,0.53,0.27,0.50,1.00,0,0,Matches
658,Thibault De Smet,be BEL,"DF,MF",Reims,fr Ligue 1,25,1998,27,22,1831,20.3,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches,658,be BEL,"DF,MF",25,1998,20.3,0,4,0,0.0,0.20,0.00,0.00,,0,0,Matches
659,Koni De Winter,be BEL,DF,Genoa,it Serie A,21,2002,29,26,2380,26.4,0,1,1,0,0,0,8,1,0.00,0.04,0.04,0.00,0.04,Matches,659,be BEL,DF,21,2002,26.4,0,11,2,18.2,0.42,0.08,0.00,0.00,0,0,Matches
660,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,it Serie A,32,1991,20,7,757,8.4,1,2,3,1,0,0,0,0,0.12,0.24,0.36,0.12,0.36,Matches,660,mq MTQ,"MF,FW",32,1991,8.4,1,12,3,25.0,1.43,0.36,0.08,0.33,0,0,Matches
661,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,27,1995,27,19,1608,17.9,1,0,1,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06,Matches,661,it ITA,MF,27,1995,17.9,1,25,6,24.0,1.40,0.34,0.04,0.17,0,0,Matches
662,Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,27,1996,33,30,2497,27.7,8,8,16,5,3,3,4,0,0.29,0.29,0.58,0.18,0.47,Matches,662,fr FRA,"MF,FW",27,1996,27.7,8,39,17,43.6,1.41,0.61,0.21,0.47,3,3,Matches
663,Thomas Delaine,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,31,1992,27,24,2044,22.7,1,1,2,1,0,0,5,0,0.04,0.04,0.09,0.04,0.09,Matches,663,fr FRA,"MF,DF",31,1992,22.7,1,12,2,16.7,0.53,0.09,0.08,0.50,0,0,Matches
665,Hannes Delcroix,ht HAI,DF,Burnley,eng Premier League,24,1999,12,5,589,6.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,665,ht HAI,DF,24,1999,6.5,0,4,2,50.0,0.61,0.31,0.00,0.00,0,0,Matches
667,Olivier Deman,be BEL,MF,Werder Bremen,de Bundesliga,23,2000,29,14,1365,15.2,2,1,3,2,0,0,5,0,0.13,0.07,0.20,0.13,0.20,Matches,667,be BEL,MF,23,2000,15.2,2,17,7,41.2,1.12,0.46,0.12,0.29,0,0,Matches
669,Ousmane Dembélé,fr FRA,"FW,MF",PSG,fr Ligue 1,26,1997,26,17,1506,16.7,3,8,11,3,0,0,0,0,0.18,0.48,0.66,0.18,0.66,Matches,669,fr FRA,"FW,MF",26,1997,16.7,3,43,14,32.6,2.57,0.84,0.07,0.21,0,0,Matches
670,Jessy Deminguet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,25,1998,18,9,690,7.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,670,fr FRA,"MF,FW",25,1998,7.7,0,3,1,33.3,0.39,0.13,0.00,0.00,0,0,Matches
671,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,de Bundesliga,25,1998,33,33,2873,31.9,15,9,24,12,3,4,7,0,0.47,0.28,0.75,0.38,0.66,Matches,671,ba BIH,"FW,MF",25,1998,31.9,15,82,36,43.9,2.57,1.13,0.18,0.42,3,4,Matches
673,Sepp van den Berg,nl NED,DF,Mainz 05,de Bundesliga,21,2001,33,31,2839,31.5,3,0,3,3,0,0,9,0,0.10,0.00,0.10,0.10,0.10,Matches,673,nl NED,DF,21,2001,31.5,3,25,11,44.0,0.79,0.35,0.12,0.27,0,0,Matches
676,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,27,1996,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,676,fr FRA,GK,27,1996,6.0,0,0,0,,0.00,0.00,,,0,0,Matches
677,Mikkel Desler,dk DEN,"DF,MF",Toulouse,fr Ligue 1,28,1995,24,19,1544,17.2,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches,677,dk DEN,"DF,MF",28,1995,17.2,0,16,0,0.0,0.93,0.00,0.00,,0,0,Matches
678,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,29,1994,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,678,fr FRA,GK,29,1994,33.0,0,0,0,,0.00,0.00,,,0,0,Matches
683,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26,1997,33,33,2872,31.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,683,it ITA,GK,26,1997,31.9,0,0,0,,0.00,0.00,,,0,0,Matches
684,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,29,1993,36,36,3234,35.9,1,6,7,1,0,0,6,0,0.03,0.17,0.19,0.03,0.19,Matches,684,it ITA,DF,29,1993,35.9,1,38,7,18.4,1.06,0.19,0.03,0.14,0,0,Matches
686,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,26,1996,17,12,1143,12.7,4,0,4,3,1,1,1,0,0.31,0.00,0.31,0.24,0.24,Matches,686,sn SEN,"FW,MF",26,1996,12.7,4,29,10,34.5,2.28,0.79,0.14,0.40,1,1,Matches
687,Moussa Diaby,fr FRA,"MF,FW",Aston Villa,eng Premier League,24,1999,38,25,2174,24.2,6,8,14,6,0,0,1,0,0.25,0.33,0.58,0.25,0.58,Matches,687,fr FRA,"MF,FW",24,1999,24.2,6,54,23,42.6,2.24,0.95,0.11,0.26,0,0,Matches
689,Mouctar Diakhaby,gn GUI,"DF,MF",Valencia,es La Liga,26,1996,14,12,1073,11.9,1,0,1,1,0,0,6,0,0.08,0.00,0.08,0.08,0.08,Matches,689,gn GUI,"DF,MF",26,1996,11.9,1,7,3,42.9,0.59,0.25,0.14,0.33,0,0,Matches
691,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,22,2001,21,19,1696,18.8,5,2,7,5,0,0,4,0,0.27,0.11,0.37,0.27,0.37,Matches,691,fr FRA,DF,22,2001,18.8,5,16,7,43.8,0.85,0.37,0.31,0.71,0,0,Matches
694,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,19,2003,28,18,1585,17.6,5,1,6,5,0,1,4,0,0.28,0.06,0.34,0.28,0.34,Matches,694,ci CIV,FW,19,2003,17.6,5,36,12,33.3,2.04,0.68,0.14,0.42,0,1,Matches
697,Assane Diao,sn SEN,MF,Real Betis,es La Liga,17,2005,18,13,1048,11.6,2,0,2,2,0,0,4,0,0.17,0.00,0.17,0.17,0.17,Matches,697,sn SEN,MF,17,2005,11.6,2,21,3,14.3,1.80,0.26,0.10,0.67,0,0,Matches
698,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,19,2004,31,28,2305,25.6,3,1,4,2,1,1,3,0,0.12,0.04,0.16,0.08,0.12,Matches,698,sn SEN,"MF,FW",19,2004,25.6,3,39,15,38.5,1.52,0.59,0.08,0.20,1,1,Matches
699,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,22,2000,22,15,1397,15.5,1,2,3,1,0,0,5,0,0.06,0.13,0.19,0.06,0.19,Matches,699,ml MLI,DF,22,2000,15.5,1,5,2,40.0,0.32,0.13,0.20,0.50,0,0,Matches
700,Rúben Dias,pt POR,"DF,MF",Manchester City,eng Premier League,26,1997,30,28,2559,28.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,700,pt POR,"DF,MF",26,1997,28.4,0,20,8,40.0,0.70,0.28,0.00,0.00,0,0,Matches
701,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,24,1999,26,12,1206,13.4,0,2,2,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,Matches,701,sn SEN,"MF,DF",24,1999,13.4,0,9,0,0.0,0.67,0.00,0.00,,0,0,Matches
702,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,30,1993,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,702,sn SEN,GK,30,1993,30.0,0,0,0,,0.00,0.00,,,0,0,Matches
704,Brahim Díaz,ma MAR,"MF,FW",Real Madrid,es La Liga,23,1999,31,18,1545,17.2,8,6,14,8,0,0,0,0,0.47,0.35,0.82,0.47,0.82,Matches,704,ma MAR,"MF,FW",23,1999,17.2,8,38,17,44.7,2.21,0.99,0.21,0.47,0,0,Matches
705,Luis Díaz,co COL,FW,Liverpool,eng Premier League,26,1997,37,32,2629,29.2,8,5,13,8,0,0,3,0,0.27,0.17,0.45,0.27,0.45,Matches,705,co COL,FW,26,1997,29.2,8,94,32,34.0,3.22,1.10,0.09,0.25,0,0,Matches
709,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,23,2000,16,5,549,6.1,4,1,5,4,0,0,3,0,0.66,0.16,0.82,0.66,0.82,Matches,709,sn SEN,FW,23,2000,6.1,4,17,9,52.9,2.79,1.48,0.24,0.44,0,0,Matches
710,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,29,1994,15,13,1166,13.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,710,eng ENG,DF,29,1994,13.0,0,9,4,44.4,0.69,0.31,0.00,0.00,0,0,Matches
714,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,30,1993,33,27,2410,26.8,1,3,4,1,0,0,7,0,0.04,0.11,0.15,0.04,0.15,Matches,714,fr FRA,DF,30,1993,26.8,1,20,4,20.0,0.75,0.15,0.05,0.25,0,0,Matches
715,Federico Dimarco,it ITA,MF,Inter,it Serie A,25,1997,30,29,2077,23.1,5,6,11,5,0,0,0,0,0.22,0.26,0.48,0.22,0.48,Matches,715,it ITA,MF,25,1997,23.1,5,50,19,38.0,2.17,0.82,0.10,0.26,0,0,Matches
716,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,29,1993,37,37,3330,37.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,716,mk MKD,GK,29,1993,37.0,0,0,0,,0.00,0.00,,,0,0,Matches
717,Junior Dina Ebimbe,cm CMR,MF,Frankfurt,de Bundesliga,22,2000,31,25,1956,21.7,5,3,8,5,0,0,5,0,0.23,0.14,0.37,0.23,0.37,Matches,717,cm CMR,MF,22,2000,21.7,5,52,17,32.7,2.39,0.78,0.10,0.29,0,0,Matches
718,Eren Dinkçi,de GER,MF,Heidenheim,de Bundesliga,21,2001,33,33,2650,29.4,10,5,15,10,0,0,8,0,0.34,0.17,0.51,0.34,0.51,Matches,718,de GER,MF,21,2001,29.4,10,49,21,42.9,1.66,0.71,0.20,0.48,0,0,Matches
719,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,22,2001,10,10,889,9.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,719,ci CIV,DF,22,2001,9.9,0,6,1,16.7,0.61,0.10,0.00,0.00,0,0,Matches
721,Issa Diop,ma MAR,DF,Fulham,eng Premier League,26,1997,18,16,1424,15.8,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches,721,ma MAR,DF,26,1997,15.8,0,5,1,20.0,0.32,0.06,0.00,0.00,0,0,Matches
723,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,20,2003,25,16,1314,14.6,1,0,1,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches,723,fr FRA,MF,20,2003,14.6,1,28,8,28.6,1.92,0.55,0.04,0.13,0,0,Matches
724,Yehvann Diouf,sn SEN,GK,Reims,fr Ligue 1,23,1999,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,724,sn SEN,GK,23,1999,34.0,0,0,0,,0.00,0.00,,,0,0,Matches
725,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,25,1998,31,29,2579,28.7,2,0,2,2,0,0,6,0,0.07,0.00,0.07,0.07,0.07,Matches,725,fr FRA,DF,25,1998,28.7,2,16,4,25.0,0.56,0.14,0.13,0.50,0,0,Matches
728,Djené,tg TOG,"DF,MF",Getafe,es La Liga,31,1991,33,30,2484,27.6,0,0,0,0,0,0,14,1,0.00,0.00,0.00,0.00,0.00,Matches,728,tg TOG,"DF,MF",31,1991,27.6,0,6,1,16.7,0.22,0.04,0.00,0.00,0,0,Matches
729,Koffi Djidji,ci CIV,DF,Torino,it Serie A,30,1992,13,8,759,8.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,729,ci CIV,DF,30,1992,8.4,0,2,0,0.0,0.24,0.00,0.00,,0,0,Matches
730,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,30,1993,37,32,2832,31.5,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,730,al ALB,DF,30,1993,31.5,0,13,0,0.0,0.41,0.00,0.00,,0,0,Matches
731,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,31,1992,13,13,1170,13.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,731,rs SRB,GK,31,1992,13.0,0,0,0,,0.00,0.00,,,0,0,Matches
732,Ritsu Doan,jp JPN,MF,Freiburg,de Bundesliga,25,1998,30,26,2246,25.0,7,2,9,7,0,0,2,0,0.28,0.08,0.36,0.28,0.36,Matches,732,jp JPN,MF,25,1998,25.0,7,37,19,51.4,1.48,0.76,0.19,0.37,0,0,Matches
734,Dodô,br BRA,DF,Fiorentina,it Serie A,24,1998,9,7,523,5.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,734,br BRA,DF,24,1998,5.8,0,2,1,50.0,0.34,0.17,0.00,0.00,0,0,Matches
735,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,25,1998,24,24,2160,24.0,2,0,2,2,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,735,nl NED,DF,25,1998,24.0,2,16,2,12.5,0.67,0.08,0.13,1.00,0,0,Matches
736,Matt Doherty,ie IRL,"MF,DF",Wolves,eng Premier League,31,1992,30,9,1150,12.8,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,736,ie IRL,"MF,DF",31,1992,12.8,1,8,3,37.5,0.63,0.23,0.13,0.33,0,0,Matches
737,Josh Doig,sct SCO,"MF,DF",Hellas Verona,it Serie A,21,2002,12,11,830,9.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,737,sct SCO,"MF,DF",21,2002,9.2,0,5,1,20.0,0.54,0.11,0.00,0.00,0,0,Matches
738,Josh Doig,sct SCO,"DF,MF",Sassuolo,it Serie A,21,2002,16,15,1343,14.9,0,2,2,0,0,0,5,0,0.00,0.13,0.13,0.00,0.13,Matches,738,sct SCO,"DF,MF",21,2002,14.9,0,8,2,25.0,0.54,0.13,0.00,0.00,0,0,Matches
740,Jeremy Doku,be BEL,"MF,FW",Manchester City,eng Premier League,21,2002,29,18,1595,17.7,3,8,11,3,0,0,3,0,0.17,0.45,0.62,0.17,0.62,Matches,740,be BEL,"MF,FW",21,2002,17.7,3,56,19,33.9,3.16,1.07,0.05,0.16,0,0,Matches
742,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,22,2001,22,18,1584,17.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,742,es ESP,DF,22,2001,17.6,0,5,0,0.0,0.28,0.00,0.00,,0,0,Matches
745,Nicolás Domínguez,ar ARG,MF,Nottingham,eng Premier League,25,1998,26,19,1495,16.6,2,2,4,2,0,0,4,0,0.12,0.12,0.24,0.12,0.24,Matches,745,ar ARG,MF,25,1998,16.6,2,22,6,27.3,1.32,0.36,0.09,0.33,0,0,Matches
748,Gianluigi Donnarumma,it ITA,GK,PSG,fr Ligue 1,24,1999,25,25,2169,24.1,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches,748,it ITA,GK,24,1999,24.1,0,0,0,,0.00,0.00,,,0,0,Matches
749,Patrick Dorgu,dk DEN,"MF,DF",Lecce,it Serie A,18,2004,32,17,1564,17.4,2,0,2,2,0,0,6,0,0.12,0.00,0.12,0.12,0.12,Matches,749,dk DEN,"MF,DF",18,2004,17.4,2,19,9,47.4,1.09,0.52,0.11,0.22,0,0,Matches
750,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,25,1998,21,16,1386,15.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,750,de GER,MF,25,1998,15.4,0,14,0,0.0,0.91,0.00,0.00,,0,0,Matches
751,Alberto Dossena,it ITA,DF,Cagliari,it Serie A,24,1998,35,33,2977,33.1,2,4,6,2,0,0,5,0,0.06,0.12,0.18,0.06,0.18,Matches,751,it ITA,DF,24,1998,33.1,2,24,6,25.0,0.73,0.18,0.08,0.33,0,0,Matches
752,Carlos Dotor,es ESP,MF,Celta Vigo,es La Liga,22,2001,17,7,708,7.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,752,es ESP,MF,22,2001,7.9,0,4,0,0.0,0.51,0.00,0.00,,0,0,Matches
